id,name,img,types,bio,evolutions
#0079,Slowpoke,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/079.png,"'Water,Psychic'",It is incredibly slow and dopey. It takes five seconds for it to feel pain when under attack.,'Slowbro'
#0080,Slowbro,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/080.png,"'Water,Psychic'","When a Slowpoke went hunting in the sea, its tail was bitten by a Shellder. That made it evolve into Slowbro.",
#0081,Magnemite,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/081.png,"'Electric,Steel'","The electromagnetic waves emitted by the units at the sides of its head expel antigravity, which allows it to float.",'Magneton'
#0082,Magneton,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/082.png,"'Electric,Steel'",Three Magnemite are linked by a strong magnetic force. Earaches will occur if you get too close.,
#0083,Farfetch'd,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/083.png,"'Normal,Flying'",It can’t live without the stalk it holds. That’s why it defends the stalk from attackers with its life.,
#0084,Doduo,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/084.png,"'Normal,Flying'",Its twin heads have exactly the same genes and battle in perfect sync with each other.,'Dodrio'
#0085,Dodrio,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/085.png,"'Normal,Flying'","It now has three hearts and three sets of lungs. Though it can’t run as fast as Doduo, Dodrio can keep running for longer stretches of time.",
#0086,Seel,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/086.png,'Water',The protrusion on its head is very hard. It is used for bashing through thick ice.,'Dewgong'
#0087,Dewgong,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/087.png,"'Water,Ice'","It sleeps under shallow ocean waters during the day, then looks for food at night when it’s colder.",
#0088,Grimer,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/088.png,'Poison',"Born from sludge, these Pokémon now gather in polluted places and increase the bacteria in their bodies.",'Muk'
#0089,Muk,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/089.png,'Poison',"It’s thickly covered with a filthy, vile sludge. It is so toxic, even its footprints contain poison.",
#0090,Shellder,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/090.png,'Water',"It is encased in a shell that is harder than diamond. Inside, however, it is surprisingly tender.",'Cloyster'
#0091,Cloyster,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/091.png,"'Water,Ice'","Cloyster that live in seas with harsh tidal currents grow large, sharp spikes on their shells.",
#0092,Gastly,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/092.png,"'Ghost,Poison'","It wraps its opponent in its gas-like body, slowly weakening its prey by poisoning it through the skin.","'Haunter,Gengar'"
#0093,Haunter,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/093.png,"'Ghost,Poison'",It likes to lurk in the dark and tap shoulders with a gaseous hand. Its touch causes endless shuddering.,'Gengar'
#0094,Gengar,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/094.png,"'Ghost,Poison'","To steal the life of its target, it slips into the prey’s shadow and silently waits for an opportunity.",
#0095,Onix,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/095.png,"'Rock,Ground'","As it digs through the ground, it absorbs many hard objects. This is what makes its body so solid.",
#0096,Drowzee,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/096.png,'Psychic',It remembers every dream it eats. It rarely eats the dreams of adults because children’s are much tastier.,'Hypno'
#0097,Hypno,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/097.png,'Psychic',"When it locks eyes with an enemy, it will use a mix of psi moves, such as Hypnosis and Confusion.",
#0098,Krabby,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/098.png,'Water',It can be found near the sea. The large pincers grow back if they are torn out of their sockets.,'Kingler'
#0099,Kingler,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/099.png,'Water',"The larger pincer has 10,000-horsepower strength. However, it is so heavy, it is difficult to aim.",
#0100,Voltorb,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/100.png,'Electric',"It rolls to move. If the ground is uneven, a sudden jolt from hitting a bump can cause it to explode.",'Electrode'
#0101,Electrode,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/101.png,'Electric',"The more energy it charges up, the faster it gets. But this also makes it more likely to explode.",
#0102,Exeggcute,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/102.png,"'Grass,Psycic'","If you touch one of Exeggcute’s heads, mistaking it for an egg, the other heads will quickly gather and attack you in a swarm.",'Exeggutor'
#0103,Exeggutor,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/103.png,"'Grass,Psycic'",It is called the Walking Jungle. Each of the nuts has a face and a will of its own.,
#0104,Cubone,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/104.png,'Ground',"When the memory of its departed mother brings it to tears, its cries echo mournfully within the skull it wears on its head.",'Marowak'
#0105,Marowak,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/105.png,'Ground',"This Pokémon overcame its sorrow to evolve a sturdy new body. Marowak faces its opponents bravely, using a bone as a weapon.",
#0106,Hitmonlee,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/106.png,'Fighting',"At the exact moment it lands a kick on its target, Hitmonlee hardens the muscles on the sole of its foot, maximizing the power of the kick.",
#0107,Hitmonchan,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/107.png,'Fighting',"It corners its foes with combo punches from both sides, then finishes them off with a single straight punch launched at over 300 mph.",
#0108,Lickitung,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/108.png,'Normal',"If this Pokémon’s sticky saliva gets on you and you don’t clean it off, an intense itch will set in. The itch won’t go away, either.",
#0109,Koffing,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/109.png,'Poison',"Toxic gas is held within its thin, balloon-shaped body, so it can cause massive explosions.",'Weezing'
#0110,Weezing,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/110.png,'Posion',Top-grade perfume is made using its internal poison gases by diluting them to the highest level.,
#0111,Rhyhorn,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/111.png,"'Ground,Rock'","Rhyhorn claims an area with over a six mile radius as its territory. It apparently forgets where this territory is when running, however.",'Rhydon'
#0112,Rhydon,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/112.png,"'Ground,Rock'",The horn of a Rhydon is powerful enough to crush raw diamonds. These Pokémon polish their horns by bashing them together.,
#0113,Chansey,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/113.png,'Normal',This kindly Pokémon lays highly nutritious eggs and shares them with injured Pokémon or people.,
#0114,Tangela,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/114.png,'Grass',"Hidden beneath a tangle of vines that grows nonstop even if the vines are torn off, this Pokémon’s true appearance remains a mystery.",
#0115,Kangaskhan,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/115.png,'Normal',"Although it’s carrying its baby in a pouch on its belly, Kangaskhan is swift on its feet. It intimidates its opponents with quick jabs.",
#0116,Horsea,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/116.png,'Water',If attacked—even by a large enemy—Horsea effortlessly swims to safety by utilizing its well-developed dorsal fin.,'Seadra'
#0117,Seadra,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/117.png,'Water',"The male raises the young. If it is approached while caring for young, it will use its toxic spines to fend off the intruder.",
#0118,Goldeen,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/118.png,'Water',"Its dorsal, pectoral, and tail fins wave elegantly in water. That is why it is known as the Water Dancer.",'Seaking'
#0119,Seaking,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/119.png,'Water',"In autumn, its body becomes more fatty in preparing to propose to a mate. It takes on beautiful colors.",
#0120,Staryu,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/120.png,'Water',"If you visit a beach at the end of summer, you’ll be able to see groups of Staryu lighting up in a steady rhythm.",'Starmie'
#0121,Starmie,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/121.png,"'Water,Psychic'",This Pokémon has an organ known as its core. The organ glows in seven colors when Starmie is unleashing its potent psychic powers.,
#0122,Mr. Mime,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/122.png,"'Psychic,Fairy'",It is a pantomime expert that can create invisible but solid walls using miming gestures.,
#0123,Scyther,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/123.png,"'Bug,Flying'","It slashes through grass with its sharp scythes, moving too fast for the human eye to track.",
#0124,Jynx,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/124.png,"'Ice,Psychic'","In certain parts of Galar, Jynx was once feared and worshiped as the Queen of Ice.",
#0125,Electabuzz,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/125.png,'Electric',Its body constantly discharges electricity. Getting close to it will make your hair stand on end.,
#0126,Magmar,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/126.png,'Fire',"Found near the mouth of a volcano. This fire-breather’s body temperature is nearly 2,200 degrees Fahrenheit.",
#0127,Pinsir,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/127.png,'Bug',"These Pokémon judge one another based on pincers. Thicker, more impressive pincers make for more popularity with the opposite gender.",
#0128,Tauros,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/128.png,'Normal',"When it targets an enemy, it charges furiously while whipping its body with its long tails.",
#0129,Magikarp,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/129.png,'Water',"An underpowered, pathetic Pokémon. It may jump high on rare occasions but never more than seven feet.",'Gyarados'
#0130,Gyarados,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/130.png,"'Water,Flying'","Once it appears, it goes on a rampage. It remains enraged until it demolishes everything around it.",
#0131,Lapras,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/131.png,"'Water,Ice'",It ferries people across the sea on its back. It may sing an enchanting cry if it is in a good mood.,
#0132,Ditto,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/132.png,'Normal',"Its transformation ability is perfect. However, if made to laugh, it can’t maintain its disguise.",
#0133,Eevee,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/133.png,'Normal',Its ability to evolve into many forms allows it to adapt smoothly and perfectly to any environment.,"'Vaporeon,Jolteon,Flareon'"
#0134,Vaporeon,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/134.png,'Water',"It lives close to water. Its long tail is ridged with a fin, which is often mistaken for a mermaid’s.",
#0135,Jolteon,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/135.png,'Electric',It concentrates the weak electric charges emitted by its cells and launches wicked lightning bolts.,
#0136,Flareon,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/136.png,'Fire',"Inhaled air is carried to its flame sac, heated, and exhaled as fire that reaches over 3,000 degrees Fahrenheit.",
#0137,Porygon,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/137.png,'Normal',"It is an artificial Pokémon. Since it doesn’t breathe, people are excited by its potential to be useful in any environment.",
#0138,Omanyte,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/138.png,"'Rock,Water'","Because some Omanyte manage to escape after being restored or are released into the wild by people, this species is becoming a problem.",'Omastar'
#0139,Omastar,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/139.png,"'Rock,Water'","Weighed down by a large and heavy shell, Omastar couldn’t move very fast. Some say it went extinct because it was unable to catch food.",
#0140,Kabuto,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/140.png,"'Rock,Water'","This species is almost entirely extinct. Kabuto molt every three days, making their shells harder and harder.",'Kabutops'
#0141,Kabutops,https://www.pokemon.com/static-assets/content-assets/cms2/img/pokedex/full/141.png,"'Rock,Water'",Kabutops slices its prey apart and sucks out the fluids. The discarded body parts become food for other Pokémon.,
